업체기관관리번호,업체명,주소,상세주소,업종코드
6260408,㈜이에스종합건설,"부산시 금정구 금정로 255, 102호(구서동)",1층,기타
6260169,동산환경엔지니어링(주),부산 강서구 낙동남로,582번가길 14(녹산동),기타
6260175,(주)대성에너지,"부산광역시 연제구 과정로132번길 20,2층",,기타
6260177,(주)천지건설산업,부산광역시 금정구 294-1번지,"부곡로 140, 401호(부곡동, 금정프라자)",기타
6260182,대공이엔지(주),경북김천시영남대로2120,,기타
6260203,대영종합중기,울산광역시 남구 월평로 199번길 14,,기타
6260205,근영건설(주),부산광역시 강서구 대저로 89번 가길 50,"거제동, 지하",기타
6260209,주식회사 동성지오텍,"서울특별시 서초구 방배천로4길 28(방배동, 3층)",,기타
6260214,애드아키텍처,"부산시 연제구 과정로 114번길 42, 1층",,기타
6260215,(주)태린건설,"부산시 동래구 여고북로 188, 2층(사직동)",사직동 141-34,기타
6260221,(주)진성환경건설,경상남도 김해시 칠산로179번길 (이동),,기타
6260229,주식회사CJ헬로,부산시 부산진구 전포동,,통신
6260230,우림건축사사무소,부산광역시 영도구 태종로,(청학동),기타
6260233,(주)초록종합건설,부산 기장군 장안읍 장곡길 199 1층,,기타
6260236,에스케이건설(주),서울특별시 종로구 인사동 7길,,기타
6260243,(주)태성종건,"울산광역시 남구 봉월로146번길 11 (신정동, 태성시티타워)",,기타
6260244,강명종합건설(주),부산광역시 강서구 신호동,,기타
6260261,동명건설,경기도 안양시 동안구 경수대로,,기타
6260271,(주)민지종합건설,양산시 명동 707-7 2층,,기타
6260272,DM종합건설,부산 기장군 일광면 이천6길 20,"2층, 201호",기타
6260294,호인건설(주),부산시 강서구 호계로 133(죽동동),2층,기타
6260295,동리종합건설(주),부산광역시 연제구 중앙대로 1217,국제빌딩내 12층(거제동),기타
6260311,성무종합건설(주),부산광역시 연제구 중앙대로 1139,(연산동) 3층,기타
6260315,(주)삼광건업,"부산 동래구 충렬대로 351,403호 (안락동, 성광빌딩)",,기타
6260317,(주)광일건설,부산시 기장군 철마면 안평로 11번가길 17,기장군 철마면 안평리,기타
6260318,성림에너지(주),부산광역시 강서구 화전동 600-11,,가스
6260319,(주)대한이엔지,경남 김해시 김해대로 2400번길 24-17,부원동 212-4번지 302호,기타
6260322,(주)만연건설,부산시 동래구 사직동,,기타
6260325,주식회사 케이티,부산광역시 중구 주앙동4가,,통신
6260326,좌천2구역도시환경정비사업조합,부산시 동구 자성로8번길 42,한백오피스텔 402호,기타
6260330,현민종합건설(주),부산시 기장군 일광면 삼성2길 6 삼양비치빌라 201,,기타
6260334,인사이트정보,경남 양산시 남부동,새양산빌딩,기타
6260340,이일건축사사무소,명륜동,,기타
6260341,에즈원종합건설(주),서울특별시 강남구 봉은사로 418 9층,,기타
6260342,21세기 건설,"경남창원시 의창구 원이대로 271, 701호",,기타
6260351,태성개발(주),경남 창원시 마산합포구 오동동14길 29 제 231호,기산상가아파트,기타
6260377,희성산업주식회사,창원시 진해구 안청남로 13,,기타
6260161,(주)익수종합건설,부산시 기장군 장안읍 해맞이로 430,,기타
6260171,(주)지오뱅크,부산광역시 동래구 안락동 충렬대로432,3층,기타
6260178,(주)한승종합건설,부산시 기장군 정관읍 달산리994-8번지,1층 한승종합건설,기타
6260179,협성건설,"부산광역시 진구 당감로104(부암동, 6층 협성프라자)",,기타
6260180,매암건설 주식회사,부산광역시 기장군 기장읍 배산로 73,동부리 390-5 신라건설,기타
6260185,(주)에넥스트,부산광역시 금정구 반송로,금사동,기타
6260186,서대신7구역 주택재개발 정비사업조합,부산광역시 서구 구덕로,신용빌딩 4층,기타
6260190,한국전력공사 남부건설본부,부산광역시 서구 보수대로 21,,전기
6260194,동대신1구역 주택재개발 정비사업 조합,동대신동 3가,194-2 2층,기타
6260198,성구건설(주),경남 김해시 주촌면 서부로 1701번 안길,,기타
6260206,부산환경공단 동부사업단,부산광역시 동래구 온천천남로,,하수
6260213,(주)일우건설,경북 경산시 와촌면 새터길 27,,기타
6260219,케이티건설(주),"부산광역시 남구 천제등로 11, 1층 (대연동, 동성상가1층)",,기타
6260223,(주)월가,"부산 사하구 하신중앙로 331,6층",사하구 하단동 590-5 하이웰빌딩,기타
6260231,(주)대덕조경,"부산광역시 연제구 시청로 32번길 21, (5층)",,기타
6260237,범아건설(주),부곡온천천로116,,기타
6260253,부산환경공단,부산광역시 동래구 온천천남로 185,,기타
6260258,도도건축,부산시 부산진구 신천대로 122 3312호,,기타
6260266,명민종합건설(주),"부산 해운대구 양운로 80번길 22, 6층(좌동, 오아에치프라자)",,기타
6260273,동국토목설계사무소,김해시 분성로 396번길 63(부원동),경상남도 김해시 부원동 629-1,기타
6260275,영진건설감정기술사사무소,부산광역시 금정구 동현로16번길 85(부곡동),2층,기타
6260276,신세계건설(주),서울 중구 장충단로 180,,기타
6260282,대양산업개발,부산 강서구 대저2동,,기타
6260291,메가건축사무소,부산시 진구 서면문화로27,부산진구 부전동 474-80 유원골든타워오피스텔 1105호,기타
6260303,태웅이엔지,부산광역시 강서구 대저1동,,기타
6260304,(주)영동건설,"인천광역시 부평구 부흥로 329 (405,406호)",,기타
6260309,동해수산1,부산광역시 강서구 신호산단1로72번길 7,102호,기타
6260310,이신씨엔이(주),경기 고양 일산동구 위시티2로11번길 6-25,순환빌딩4층,기타
6260320,(주)태양티지이,부산 수영구 감포로8번길 7(민락동) 2층,,기타
6260321,㈜지오넷,부산광역시 수영구 남천동,,기타
6260324,한국지반연구소,부산광역시 북구 덕천로234번길 24(만덕동),상가동 204호,개인
6260332,(주)한울정보통신,경남 양산시 동면 석금산로 135,양산시 동면 석산리 876-6,기타
6260335,태림이앤씨종합건설,부산광역시 부산진구 연지동,4층,기타
6260347,부산광역시 수영구청,부산광역시 수영구 남천동로 100,,기타
6260348,동삼2구역주택재개발정비사업조합,부산광역시 영도구 동삼동 363-14,,기타
6260165,(주)유종건설,"부산광역시 금정구 금단로 136(남산동, 삼성아파트)",,기타
6260168,성원산전(주),기장읍 청강로 85번길,,기타
6260183,(주)승원종합건설,경상남도 양산시 덕계로 139 (평산동),302호,기타
6260184,한국전력공사 영도지사,부산 영도구 남항남로9번길 61,한국전력공사 영도지사 (남항동2가),전기
6260196,주식회사 정림디앤씨,부산광역시 부산진구 전포동 693-2,몽뜨레 204호,기타
6260262,서원건설(주),전남 순천시 연향동,,기타
6260220,양산정보통신(주),경남 양산시 물금읍 범어리,2층 204호(국보프라자),기타
6260225,조양건설(주),부산 북구 효열로 275번길 41(금곡동),,기타
6260249,(주)세진이엔시,경남 창원시 의창구 북면,"감계로 304, 605호",기타
6260268,아일랜드 건축사사무소,부산광역시 강서구 명지동 3025-7,,도로
6260270,(주)케이탑종합건설,부산광역시 연제구 여고로 84-1,,기타
6260277,(주)제이큐브데이터,부산시 사상구 모라로 22 부산벤처타워 603호,,통신
6260278,(주)신보,서울 마포구 신공덕동 146-59번지,신보빌딩 8층,기타
6260283,동아건설산업,부산시 중구 중앙동 4가,,기타
6260284,(주)경원개발,부산광역시 강서구 대저로 278,,기타
6260285,하나건설,강서구 대저로 275-2(대저1동),,기타
6260287,건창이엔지주식회사,부산광역시 기장군 장안읍 길천길,진주오피스텔,기타
6260290,(주)썬종합건설,부산광역시 수영구 수영로754,상가동 307호,기타
6260292,초성종합건설(주),서울시 마포구 월드컵북로 99,,기타
6260300,우성이엔지종합건축사사무소,부산광역시 강서구 대저1동,,기타
6260305,(주)동주이엔씨,강서구 대저2동,,기타
6260337,주식회사 동경전기,부산광역시 부산진구 성지로8번길 43(연지동),,기타
6260338,거원철거,경상남도 김해시 구지로 동상동,,기타
6260339,(주)지봉,부산광역시 강서구 명지동,,기타
6260346,목성건설,부산광역시 금정구 무학송로 50,부곡동 2층 1호,기타
6260349,성호건설,부산광역시 영도구 와치로 266,벽산비치타운 107호,기타
6260354,(주)조영종합건설,"부산진구 성지로62번길10,상가동301호(연지동청구아파트)",,기타
6260355,(주)베가통신,부산광역시 강서구 대저1동 1173번지,,기타
6260356,(주)경하이엔지,부산시 동래구 쇠미로81번길 33,상가동 103호,기타
6260365,(주)동일컨설탄트,서울시 서초구 논현로83,삼호물산빌딩 305호,기타
6260367,(주)부림디엔씨,양운로,,기타
6260376,동부건설(주),거제대로,,기타
6260380,유성이앤씨,부산 금정구 노포사송로,,기타
6260382,부산환경공단 서부시설사업단,부산광역시 사하구 을숙도대로 466,부산환경공단 서부시설사업소,기타
6260393,세원종합건설(주),광주 광산구 왕버들로 287(신창동),,기타
6260390,해성주택,금정구 부곡로 18번안길 22,,기타
6260396,(주)우림테크,부산시 해운대구 반송로911번길 19,"지하101호(반송동, 건창파크빌라)",기타
6260166,푸른부산환경 주식회사,서울 종로구 신문로1가,금호아시아나본관 16층,기타
6260173,(주)세한이엔씨,서울시 마포구 합정동,301호,기타
6260188,(주)삼보건영,부산광역시 수영구 광안동,롯데골드로즈101동202호,기타
6260189,(주)진성디이,부산광역시 금정구 금단로175번길 10,,기타
6260192,월드물산(주),"수영로 754, 상가동 302",,기타
6260195,(주)삼영기술,부산광역시 부산진구 전포동,현대타워오피스텔 3층,기타
6260202,광흥건설(주),부산시 금정구 중앙대로 1988 2층,,기타
6260211,부산환경공단정관사업소,부산시 기장군정관읍 산단로 632-12번길,,하수
6260235,(주)사오건설,부산광역시 사하구 오작로 104,상가동102호,기타
6260240,서유건설(주),부산시 기장군 장안읍 길천1길 28-5(1층),,기타
6260245,주식회사 엠엘산업,부산광역 강서구 가락대로 1399-12,,기타
6260246,중앙하이텔(주),부산광여시 사상구 주례동,,통신
6260247,아토건설(주),"부산시 기장군 기장읍 대청로 40, 2층",,기타
6260264,현대광안판매대리점,부산 수영구 광남로 97-1(광안동),,기타
6260265,(주)석포종합건설,부산 사상구 동주로23-1,,기타
6260279,수성종합건설(주),경상남도 양산시 금오12길 85 1층,,기타
6260280,(주)제일공사,부산시 금정구 구서동,금정빌딩 3층,기타
6260286,명진아이티에스,부산 연제구 월드컵대로 73번길 61,,기타
6260289,(주)리더스전기,부산시 부산진구 가야대로 691번길 37(당감동),,기타
6260308,(주)서건엔텍21,부산광역시 금정구 청룡동,,기타
6260316,한국공항공사 부산지역본부,부산광역시 강서구 대저2동,,기타
6260327,나우건설(주),경상남도 남해군 산동면 동부대로 1235,,기타
6260329,(주)신태양건설,"부산광역시 연제구 법원로 20, 1001호",연산동 1598-10,기타
6260331,우암건설(주),서울시 종로구 새문안로3길 30,대우빌딩 14층,기타
6260333,라이프조경(주),부산광역시 해운대구 송정중앙로 39번길 11,송정동 203-16 현은비치오피스텔,기타
6260336,(주)일도공영,부산광역시 재송1로27,,기타
6260344,(주)대진기업사,경남 김해시 칠산로 451번길 12-6,흥동,기타
6260345,제이제이건설,부산광역시 금정구 남산동,302호,기타
6260368,(주)효산개발,"부산시 남구 황령대로 74번길 72, 2층",,기타
6260370,(주)수인이엔지,경남 김해시 칠산로 413번길 35,,상수
6260375,(주)선일이엔씨,부산 해운대구 센텀중앙로,"우동, 에이스하이테크21",기타
6260384,(주)경보,경상남도 김해시 내동 1127-2 파크프라자 8층,,기타
6260385,(주)주일건설,"부산광역시 금정구 중앙대로 1959번길 24,2층",,기타
6260397,현테코(주),강서구 낙동북로 125번길 116,,기타
6260398,(주)유원종합개발,부산광역시 동래구 연안로 59번길 35,,기타
6260159,(주)동원개발,부산시 수영구 수영로,센텀비스타 동원 1차 동원 B/D,기타
6260160,무림건설(주),부산광역시 동래구 온천동,,기타
6260170,(주)영진환경,부산시 금정구 부곡3동,-23,기타
6260172,(주)삼한종합건설,부산광역시 남구 자성로,,기타
6260176,(주)보성건설,부산광역시 부산진구 개금동,"-2,[개금본동로23번길 70(1층, 개금동)]",기타
6260181,(주)대군종합건설,부산광역시 사상구 강변대로 570,"엄궁동, 부산건재집배송단지 H-9호",기타
6260193,세종텔레콤 주식회사,서울 강동구 상일로 10길 36,,통신
6260199,혜도종합토건(주),부산광역시 부산진구 중앙대로,"부전동, 11층",기타
6260201,(주)광흥건설,부산시 금정구 중앙대로 1988 2층,,기타
6260210,대영이엔씨,수영구 망미번영로 38번길 3,,기타
6260218,경동건설(주),연산동 1985-12,,기타
6260226,우호건설(주),부산시 해운대구 수영강변대로(우동),센텀마리나파크,기타
6260232,부산광역시 푸른도시가꾸기 사업소,부산연제구 연산5동,,기타
6260257,홍문종합건설,오금로36길 15,2층,기타
6260259,대원종합건설(주),부산 남구 문현동,,기타
6260267,거제1구역 주택재개발정비사업조합,"부산광역시 연제구 법원북로 86,702호(거제동)",거제동 만해빌딩,기타
6260269,종합광고 태양,동래구 쇠미로214번길 12,,기타
6260296,전포동337-9 근생신축공사,부산시 북구 금곡대로 175,"화명동, 화명2차동원로얄듀크비스타",기타
6260299,(주)윤창종합건설,부산시 북구 덕천로281번길 24,"4층 (만덕동,삼정빌딩)",기타
6260302,한일건설(주),경상남도 김해 구지로 58,한일빙딩 501호,기타
6260313,(주)한성아이넷,경상남도 양산시 동면 금오13길 4,네오스퀘어 6층 한성아이넷,기타
6260314,주도건설(주),부산시 사하구 대티로1번길 22,,기타
6260353,한신공영(주),경기도 용인시 처인구 백암면 백암리 15-1,,기타
6260362,김용원,부산시 사상구 백양대로 506번길,,기타
6260363,에이티건설(주),부산광역시 사상구 새벽로,동훈빌딩 3층(괘법동),기타
6260364,주식회사 동진종합건설,경상남도 김해시 인제로 142,4층,기타
6260369,석찬종합건설(주),부산광역시 강서구 가달2로 60 3동 2층(생곡동),,기타
6260381,(주)태건종합건설,부산시 동래구 아시아드대로171번길8,3층,기타
6260383,대현,부산진구 동천로 132번길 22-6,,기타
6260389,(주)한국지오텍,서울특별시 송파구 법원로 128,문정SK 메트로시티 C동 1501~1509호,기타
6260394,현텍코(주),부산시 강서구 낙동북로 125번길 116(강동동),,기타
6260395,재광건설(주),부산시 장안읍 길천길 73,진주오피스텔 2층,기타
6260399,수근종합건설(주),부산 서구 보수대로,봄여름가을겨울 상가 203-A,하수
6260401,(주)휴먼앤어스,서울특별시 송파구 법원로9길,"C동 1406호(문정동,에이치비지니스파크)",기타
6260402,(주)시아이디건설,부산광역시 해운대구 해운대로 774번길 30,,기타
6260411,천우종합토건(주),부산 사상구 새벽로,,하수
6260431,(주)청풍개발,강서구 대저동서로 246,,기타
6260433,(주)오상전력,부산시 부산진구 전포대로 162(전포동),한웅인터빌 203호,기타
6260448,㈜해민건설,"부산북구만덕대로66번길19,2층(덕천동)",,기타
6260461,세인건축사사무소,중앙대로 1793번길 38 201호,,기타
6260462,중아건설주식회사,부산광역시 금정구,,기타
6260473,성일통신(주),부산광역시 동래구 명장동 140-4,,전기
6260492,삼성토건(주),경상남도 김해시 삼계동 1478-3,신월빌딩 6층,기타
6260494,주식회사 세진씨엔씨,부산광역시 해운대구 반여동 912,,기타
6260496,(주)세움종합건설,부산광역시 연제구 연산동 859-12,86715,기타
6260502,부산환경공단(추가),동래구 안락동,,기타
6260511,(주)이화기술단,부산광역시 해운대구 재송동 1216 벽산이센텀클래스원,918~920호,개인
6260513,부산광역시 도로계획과,부산광역시 연제구 연산동 1000,,도로
6260515,대상종합건설(주),법원로,,기타
6260516,동강종합건설(주),경상남도 창원시 진해구 화천동 11-1,203호,기타
6260550,(주)지오매니아테크,서울 서초구 양재동,,기타
6260555,(주)보라엔지니어링,서울특별시 송파구 법원로11길 25 H비지니스파크,B동 1206호,기타
6260560,(주)현창전기,부산광역시 연제구 연산동 983-9 현대아파트,"1층, 102호",전기
6260565,태양광(주),부산광역시 기장군 장안읍 길천길 73,,기타
6260566,금강종합설비,부산광역시 부산진구 부암3동 388-4번지,,기타
6260572,대신종합전기(주),경남 김해시 전하로 176번길 31-1,,전기
6260574,동환종합건설(주),부산광역시 동래구 온천동 170-3 온천 메디 플러스,601호,기타
6260580,한국토지주택공사 부산울산지역본부,부산광역시 동구 초량동 1199-1,1층,기타
6260581,유환종합건설(주),부산광역시 금정구 구서동 161-20,,개인
6260586,계림종합건설(주),경상남도 김해시 전하동,,기타
6260595,금호산업(주),일광면 삼성리 853,,기타
6260596,(주)엔케이텍,경기도 오산시 원동 541-3 엔케이텍(주),,기타
6260598,주식회사아키프로 건축사사무소,경상남도 창녕군 창녕읍 교리 1030-13,,기타
6260600,KT부산국제센터,부산광역시 해운대구 송정동 433-1,KT부산국제센터,통신
6260607,(주)대보종합건설,부산광역시 연제구 연산동 1310-20,토목회관 2층,기타
6260610,화명2구역 주택재개발정비사업조합,부산광역시 북구 화명동 194,3층,기타
6260612,(주)호수건설,부산광역시 사하구 장림동 1121-1,302호,도로
6260618,부일종합건설(주),경남 김해시 삼계중앙로57,,기타
6260620,주식회사 삼호종합건설,경북 경산시 원효로88,,기타
6260624,성일기계,부산광역시 강서구 송정동 1735-13,,기타
6260626,(주)젤텍,부산광역시 강서구 송정동 1527-4,,기타
6260414,주식회사 대한건설,경상남도 창원시 성산구 상남동,케이티창원사옥 4층,기타
6260416,상지지오텍,부산시 해운대구 양운로42번길11,더퍼스트 1603호,기타
6260426,(주)호준종합건설,대구광역시 달서구 용산로4길 21,2층(본리동),기타
6260430,유원이엔씨(주),부산시 사하구 승학로 45-1(당리동),유원빌딩 3층,기타
6260457,(주)루원종합건설,해운대구 달맞이길 117번라길 107,,기타
6260460,코리아이엔티(주),부산광역시 수영구 광남로,3층,기타
6260474,(주)고려기초연구소,경기도 화성시 팔탈면 신양2길 65,경기도 화성시 팔탈면 가재리(지번),기타
6260493,원영종합건설(주),부산광역시 남구 대연동 327-5 제일은행,"대연동, 3층",기타
6260497,주식회사우진종합건설,냉천로,"4층 403호(자은동, 에이스빌딩)",기타
6260509,(주)유정환경,경상남도 창원시 의창구 명서동 199-8 장복빌딩,"804호(명서동,장복빌딩)",하수
6260524,(주)삼진건설,부산시 연제구 연산동,,전기
6260529,(주)부원지에프씨,부산광역시 해운대구 우동 1102-221 센텀현대아파트,405호,기타
6260546,로드플랜,부산광역시 해운대구 좌동 1302 동신아파트,동신아파트 107동 1606호,기타
6260547,진경종합건설주식회사,부산광역시 부산진구 개금동 196 석천오피스텔,709호,기타
6260557,(주)KT연산지점,경기도 성남시 분당구 불정로 90(정자동),,통신
6260558,범양건영(주),충청남도 천안시 서북구 불당동 712 포인트프라자빌딩,불당동 포인트프라자4층),기타
6260562,주원산업개발주식회사,경상남도 양산시 신기동 398-6 한진도장공사,2층,기타
6260563,(주)정상건설,울산광역시 울주군 상북면 소호로164 1층,,기타
6260564,(주)우성종합건설,부산광역시 금정구 회동동 556 첨단산단 우성스마트시티,2층,도로
6260578,제이티건설,부산광역시 동구 좌천동 630 그린아일,,기타
6260579,삼원포장건설,부산광역시 동구 초량동 41-5,303호,기타
6260606,토영종합건설(주),경상남도 진주시 주약동 206-3,부산광역시 남구 우암로 241,기타
6260608,(주)홍림종합건설,부산시 해운대구 반송로911번길19.B1(반송동),부산시 수영구 수영동 475-16번지 리버센텀빌 101호,도로
6260621,(주)대인정보통신,서울특별시 동작구 상도1동 638-1,,통신
6260627,수안종합건설(주),부산광역시 동구 범일동 830-196,,기타
6260628,(주)하나기술단,부산광역시 해운대구 재송동 1216 벽산이센텀클래스원,"15층 1507,1508호",도로
6260631,㈜센티움종합건설,부산시 북구 학사로140화명동 덕진쌍뜨레뷰앙코르 408,,기타
6260632,(주)명인,부산광역시 강서구 평성길,1층(명지동),기타
6260634,대방건설(주),경기도 고양시 일산동구 백석동 1294-1,아이프라자 5층,도로
6260635,(주)대승종합건설,경상남도 창원시 진해구 용원동 1343-2 마린타워,405호,개인
6260638,(주)형강이엔지,부산광역시 동래구 안락동 444-9,,기타
6260651,한림하우징,부산광역시 남구 용당동 574-1,,기타
6260659,(주)미주지질,부산광역시 동구 초량동 49-5 부산보훈복지회관,부산보훈목지회관 3층,기타
6260412,부경프라임건설,부산 해운대구 센텀중앙로 60,우동 퍼스트인센텀 3층 204호-2,기타
6260418,주식회사 수훈종합건설,"부산시 동래구 반송로 181,5층","낙민동, 에스뻬랑스빌딩 5층",하수
6260420,(주)우리들조경,경기도 안양시 관양동,오비즈타워 1006호,기타
6260439,에스엠종합건설(주),부산광역시 수영구 수영로 668(광안동),,기타
6260441,(주)세일엔지니어링,부산시 동래구 동래로 84,,기타
6260446,(주)희창전력,부산광역시 연제구 거제시장로,,기타
6260449,서우종합건설(주),"부산시 기장군 정관읍 모전1길 20-26, 6층",,하수
6260452,해창종합건설,부산광역시 부산진구 가야대로,,기타
6260458,(주)대성건설,부산 강서구 대저로,,기타
6260463,마조아종합건설(주),부산광역시 동구 구봉로49번길 22,,개인
6260465,새벽건설(주),부산시 연제구 연산동,405-21번지 3층,가스
6260467,(주)동우토건,김해시대청로210번길,,기타
6260477,(주)우림이엔씨,경상남도 김해시 흥동 65-11,6-17,전기
6260484,에세이,부산광역시 동래구 안락동 아폴로그린빌라,B동 201호,전기
6260487,한국전력공사 부산울산본부,부산광역시 부산진구 부전2동,부산광역시 부산진구 중앙대로 666번길 43,전기
6260498,해금종합건설(주),부산 금정구 구서동,,하수
6260504,(주)포레건설,부산광역시 동래구 온천동 1711-1,온천동 1711-1,도로
6260507,셀파이엔씨(주),서울특별시 송파구 석촌동 156 정현리치빌,정현리치빌 3층,기타
6260517,(주)세일종합건설,부산광역시 서구 서대신동3가 61-51,캐빈하우스 103호,도로
6260527,(주)거성토건ENC,부산광역시 동래구 안락동 547-3,3층,하수
6260531,주식회사 세기이엔씨,부산시 강서구 대저2동,,전기
6260534,현수토탈엔지니어링,부산광역시 금정구 남산동,,전기
6260577,(주)로드건설,부산광역시 해운대구 좌동,"328호 (좌동, 경동지플러스)",기타
6260590,재진엔지니어링,경남 김해시 부원동,3층,기타
6260593,창원시 진해구청 안전건설과,경상남도 창원시 진해구 풍호동 1 진해구청,,기타
6260601,세계식품(주),부산광역시 영도구 동삼동 201-21 세계식품(주),,개인
6260603,(주)양지엔지니어링,부산광역시 수영구 민락동 28-11,,기타
6260611,삼광전기(주),경상남도 창원시 성산구 신촌동 129-1,사무동 201호,전기
6260640,(주)더존건설,부산광역시 해운대구 재송동 1208-2 센텀스카이비즈,A동 3111호,도로
6260646,주식회사 삼간,부산광역시 수영구 남천동 29-19 목원빌딩,4층(목원빌딩),하수
6260654,태조종합건설(주),강서구 명지국 제2로 28번길,,기타
6260661,종로전기(주),부산남구못골번영로,,기타
6260662,(주)연합전설,부산남구못골번영로,,기타
6260419,지오사이언스,부산광역시 해운대구 재송동 1208-2 센텀스카이비즈,2905호,기타
6260423,(주)고산건설,부산시 연제구 거제천로 255번가길 52,,기타
6260428,㈜풍원기공,부산시 북구 효열로 219번길 31(금곡동),,기타
6260429,(주)지오로직스,인천광역시 부평구 주부토로66,4층 402호,기타
6260432,(주)삼정,쇠미로222-13,,도로
6260434,(주)팔정종합건설,경기도 고양시 덕양구 화신로272번길 48,706호,기타
6260440,주)세일 엔지니어링,부산광역시 수영구 수영로 지하 482,,기타
6260454,대운종합건설(주),부산시해운대구 해운대로,,기타
6260464,(주)동신설비,부산 금정구 청룡로 65,,기타
6260469,(주)유건종합건설,부산광역시 동래구 명륜동 4-7,3층,기타
6260490,(주)쏘일테크엔지니어링,경기도 안양시 동안구 학의로 268,메가밸리 107호,기타
6260481,주식회사 서안이엔씨,부산 동래구 시실로,,기타
6260500,(주)성지,부산시 기장군 일광면 이천8길 100,,기타
6260506,(주)홍원전력,대구광역시 남구 대명동 2014-173,대구광역시 남구 대명동 2014-173,기타
6260519,(주)신도씨엔에이,서울특별시 마포구 신수동 49-7,3층,기타
6260522,보성종합건설(주),부산광역시 해운대구 좌동 1420 한국통신,부산해운대구좌동순환로217번길24,도로
6260536,정우건설(주),경상남도 창원시 의창구 용호동 4-1 경상남도지방행정동우회,,기타
6260537,(주)제이와이전기,부산광역시 동래구 온천동 1467-4,1층 (온천동),전기
6260543,(주)대진이엔지,부산 사상구 모라로 22 503호,,도로
6260548,김정대,부산광역시 기장군 장안읍 오리 개천2길,,개인
