업체기관관리번호,업체명,주소,상세주소,업종코드
6261110,인제대학교 부산백병원,부산광역시 부산진구 개금동 633-165 인제대학교 부산백병원,부산백병원,기타
6261135,(주)발해,전라북도 전주시 덕진구 금암동 768-10 르네블루빌딩,1층 107호,기타
6261151,(주)가호산업,부산광역시 강서구 대저2동 3154-2,102동 106호,기타
6261152,(주)유정이앤티,경상남도 창원시 의창구 팔용동 12-3 창원공구랜드,2층 220호,하수
6261158,주식회사 유림이엔씨,부산광역시 부산진구 전포동 892-22 서면더블루S,지하1층 101호,기타
6260922,(주)아이브이신라,부산광역시 남구 문현동 366-14 삼한 사랑채,401,기타
6260931,(주)발원전기,부산광역시 동래구 온천동 1236-35,,전기
6260943,(주)삼덕종합건설,경상남도 김해시 삼정동,,기타
6260966,삼성전기(주),부산광역시 강서구 송정동 1623-2,안전환경,전기
6260986,(주)서연기전,경기도 수원시 권선구 호매실동 1405-2,520호,기타
6261006,주식회사 유건,부산광역시 동래구 수안동 284,4층,하수
6261007,(주)동양전력,경상남도 김해시 전하동 432-3,,기타
6261036,서진산업(주),경상남도 창원시 성산구 용호동 73-2 라이크빌-1,,기타
6261043,명린종합건설,경상남도 진주시 평거동 1097-1,4층,하수
6261045,한국환경공단,인천광역시 서구 경서동 371-2,,기타
6261046,(주)다한,경상남도 김해시 대청동 317-7 플러스빌딩,801호,도로
6261047,지케이엔지니어링(주),경기도 안양시 동안구 호계동 1027,605호,도로
6261054,태백토건(주),부산광역시 부산진구 가야동 501-5,4층 1호,하수
6261060,JY산업개발,부산광역시 강서구 명지동 3603-7 에코팰리스,6층 605호,도로
6261082,대세토건(주),울산광역시 울주군 온양읍 외광리 492-3,,기타
6261086,주식회사 해성전력,부산광역시 동래구 온천동 1460-10,,전기
6261114,미래이앤시(주),경기도 용인시 처인구 포곡읍 금어리 407-17,미래이앤시,기타
6261120,(주)대로건설,부산광역시 기장군 정관읍 방곡리 259-4,,도로
6261126,한길종합건설(주),부산광역시 금정구 금단로,2층,기타
6261131,항도종합건설(주),경상남도 양산시 북부동 485-3,201,기타
6261134,(주)발해,전라북도 전주시 덕진구 금암동 768-10 르네블루빌딩,1층 107호,기타
6261139,한국수자원공사 연구원,대전시 유성구,유성대로 1689번길 125 K-water연구원,기타
6261144,(주케이알산업,"서울시 송파구 위례순환로 480, KR산업 위례빌딩","서울시 송파구 위례순환로 480, KR산업 위례빌딩",도로
6261148,(주)한 빛,부산광역시 금정구 장전동 221-25,,기타
6261154,(주)광원전설,부산 연제구 거제대로96번길 5-17,,전기
6261157,일광건설(주),서울특별시 성동구 성수동2가 280-21 성수동 우림 이비즈센터,우림E비즈센터 811호,도로
6261159,태윤종합건설(주),부산광역시 금정구 서동 141-200,,도로
6261160,일산건설,부산광역시 사상구 모라동 653-29,653-29번지,기타
6261161,(주)한성토건,강원특별자치도 원주시 반곡동 1967-3 한성빌딩,4층 403호,도로
6261162,원포인트 설비,부산광역시 남구 황령대로 90번길 155=1,,기타
6261163,세일종합건설,부산광역시 사하구 신평동 610-6,,도로
6261164,아이디노,센텀중앙로 66,"센텀중앙로 66, 3층",기타
6260925,부산광역시 버스운영과,"부산광역시 연제구 연산동 1000 부산광역시청, 부산광역시의회",부산광역시청,기타
6260929,금석종합건설(주),부산광역시 금정구 구서동 1023-17,,기타
6260933,(주)토영건설,부산광역시 기장군 기장읍 동부리 150-16,명성빌딩 6층,기타
6260958,일성엔지니어링(주),부산 북구 덕천로,"4층(만덕동,호산스포렉스)",도로
6260960,기전사,부산광역시 동래구 온천동 1380-7,부산시 동래구 여고북로 33번길 35,전기
6260961,미진전기(주),부산광역시 강서구 대저1동 345-1,,전기
6260973,(주)에스케이에스전기공사,서울특별시 서초구 양재동 398-7 KES빌딩,3층 KES빌딩,전기
6260977,주식회사 센트럴시티,부산광역시 해운대구 중동 1768-5 센트럴메디타워,중동 1768-5 센트럴메디타워 1402호,기타
6261002,동영테크원(주),부산광역시 해운대구 석대동 620,,전기
6261034,(주)엠지엘건설,부산광역시 기장군 정관읍 달산리 148-12 (주)성우하이텍,현장사무실(부산 수영구 광남로 38),도로
6261042,우암1구역주택재개발정비조합,부산광역시 남구 우암동 52-60 부산은행,52-60,도로
6261048,주식회사 대명산업전기,부산시 강서구 낙동북로 71(강동동),,전기
6261051,주식회사 대웅전기,부산광역시 강서구 대저1동 1494-7,주식회사 대웅전기,기타
6261059,혜도건설(주),부산광역시 부산진구 중앙대로 749 혜도빌딩 11층,,기타
6261061,(주)한국건설정보연구원,"서울특별시 노원구 월계동 648 인덕대학교,인덕과학기술고등학교",인덕대학교 창업보육실 527호,기타
6261062,(주)kcc건설,서울특별시 서초구 잠원동 27-8 KCC 건설,,도로
6261064,(주)티이엔,충청북도 청주시 청원구 오창읍 양청리 685-3 충북테크노파크,본부관 318호,개인
6261070,하이원 종합건설(주),경상남도 김해시 풍유동 1005-1,301호,기타
6261071,(주)금오종합건설,부산광역시 북구 덕천동 396-4 이수빌딩,금오종합건설사옥 이수빌딩,하수
6261080,한국자원,부산광역시 부산진구 전포동 196-3,전포동 196-25 1층,하수
6261081,드림타워솔루션 주식회사,부산광역시 사상구 감전동 165-10 엘지텔레콤빌딩,2층 드림타워솔루션 영남지사,도로
6261083,동명종합건설(주),부산광역시 연제구 연산동 479-9 팡도르,"6층, 동명종합건설(주)",기타
6261087,(주)HS이엔씨,경기도 군포시 금정동 1-40 한림휴먼타워,504호,도로
6261093,에스엠상선(주)건설부분,부산광역시 중구 중앙동4가 84-5,,기타
6261095,수길정보통신,부산광역시 금정구 금사동 57-2,2층,통신
6261106,주식회사유씨엠,부산광역시 기장군 기장읍 연화리 108-3 주식회사 유씨엠,1층,도로
6261112,(주)대경전력공사,부산광역시 강서구 대저2동 3138-1,207동 2층 212호,전기
6261113,유일종합건설(주),부산광역시 북구 구포동 1086,4층,도로
6261117,(주)성운건설산업,부산광역시 강서구 대저1동 361-136,,도로
6261121,(주)마린하이텍,부산광역시 수영구 광안동,4동 101호,통신
6261128,부산교통공사,부산진구 중앙대로 644번길 20,,기타
6261184,(주)다원종합건설,부산광역시 연제구 연산동 1499-31 스타빌딩,5층,기타
6261189,주식회사 피플앤미래정보기술,부산광역시 사상구 모라동,,통신
6261193,주식회사 주성,부산광역시 기장군 일광읍 칠암리,,개인
6261194,원아시아코리아 유한책임회사,사하구 하단동 590-5,하이웰빌딩 6층 601호,통신
6261196,유일전기(주),부산광역시 사하구 하단동 592-4 나산리버빌,201호,전기
6261201,(주)하늘숲,부산광역시 금정구 장전동 229-7,229-7,기타
6261203,엔피엑스(주),부산광역시 강서구 대저2동 3153-1,"121동 213,214호",전기
6261213,(주)서광시스템,서울특별시 송파구 문정동 644 문정현대지식산업센터1-1,b동 12층,통신
6261217,광림종합건설주식회사,부산광역시 기장군 정관읍 달산리 1221-5,3층 302호(홍림프라자),기타
6261221,주식회사 해연정보기술,부산광역시 강서구 대저2동 3141-8 건축자재판매단지,,기타
6261240,부산광역시청,"부산광역시 연제구 연산동 1000 부산광역시청, 부산광역시의회",연산동 1000,기타
6261245,(주)두원전자통신,경기도 부천시 오정구 삼정동 36-1 부천 테크노파크 쌍용3차,301동 408호,통신
6261247,부산경찰청(교통과),부산광역시 연제구 연산동 1000 부산광역시경찰청,연산동 1000,기타
6261248,주식회사 대원전력,경남 고성군 고성읍 동외리,경남 고성군 고성읍 동외리 186-3,전기
6261255,하나종합통신,부산광역시 동래구 사직동 144-29,중앙대로 1291,통신
6261260,(주)남산건설,전라북도 군산시 개정면,전라북도 군산시 개정면 율북2길 23,기타
6261261,에이스건설 주식회사,서울 영등포구 문래동3가,"서울시 영등포구 경인로 775, B142호",기타
6261262,거송종합건설(주),경남 창녕군 부곡면 거문리,경남 창녕군 부곡면 온천중앙로34,기타
6261266,성진산업개발,경기도 김포시 고촌읍 신곡리 533-30,6층 603호,도로
6261272,풍산건설(주),부산광역시 동래구 명륜동 700-187,,하수
6261274,효성중공업(주),부전동 168-291,부전동 168-291,기타
6261291,주식회사 아이리스테크놀로지,서울특별시 광진구 군자동,대양AI센터 307호,도로
6261304,주식회사 디에이치대한,부산광역시 동래구 명장동 25-14,B1,하수
6261316,장산종합건축사사무소,부산광역시 동래구 온천동 1448-11,303호,개인
6261333,(주)고웅종합건설,부산광역시 연제구 거제동 453-10,2층 201호,기타
6261336,엘투에스건설㈜,서울특별시 서초구 신원동 607,"402호, 403호",기타
6261344,(주)성덕에너지,부산광역시 기장군 기장읍 배산로8번길 106,,기타
6261361,세양전력,부산광역시 강서구 대저2동 3138-1,203동 117호,전기
6261362,대연3구역 주택재개발정비사업조합,부산광역시 남구 대연동  1758-9 우리은행대연동지점,3층,기타
6261376,(주)메트로씨앤씨,서울특별시 마포구 신수동 371-19,403호,기타
6261377,주식회사 현동이앤씨,부산광역시 기장군 기장읍 교리 242 에스이전력(주),1층,통신
6261172,(주)일정건설,부산광역시 금정구 노포동 823-1,,기타
6261174,재단법인부산테크노파크,부산광역시 강서구 지사동 1276 부산테크노파크,,도로
6261179,석암토건(주),해운대구 우동,,기타
6261183,에스엠씨이앤아이티(주),부산광역시 기장군 장안읍 길천리 192-10 먹보,1층,통신
6261185,주식회사 예원종합건설,경남 김해시 호계로549번길 24,,기타
6261192,대승종합건설(주),부산광역시 사하구 신평동 79-22,2층,하수
6261195,금현종합건설 주식회사,부산광역시 해운대구 재송동 1212 큐비이센텀,1411호,기타
6261209,대상건설,부산 영도구 절영로,KT동삼빌딩 5층,기타
6261214,주식회사 삼명건설,부산광역시 서구 충무동1가 9-14,3층,개인
6261216,(주)쌍용선재,부산광역시 강서구 송정동,쌍용선재,기타
6261227,노노전기,부산광역시 부산진구 양정동 217 시청센트빌,981호,전기
6261232,(주)에이스종합건설,부산 동구 범일로 90번길 17,202호,하수
6261235,(주)주한종합건설,부산광역시 강서구 송정동 1631-4,501호,기타
6261237,주식회사 섬진강,부산광역시 동래구 사직동 60-33,"가동, 2층",개인
6261239,건아정보기술(주),서울시 송파구 올림픽로,건아빌딩 건아정보기술(주),전기
6261244,우림건설(주),울산광역시 울주군 청량읍 상남길 43,4층,기타
6261251,(주)세종네트웍스,경기도 과천시 과천대로7길 12,(지번)경기 과천시 갈현동 산 32,통신
6261269,석홍종합건설(주),부산광역시 동구 초량동 1196-1,802호,도로
6261273,(주)금재종합건설,부산광역시 금정구 남산동 91-5,남산동 91-5,도로
6261285,서진건설산업(주),"부산광역시 서구 대영로45번길 25, 1층",,기타
6261311,중앙건설㈜,인천광역시 강화군 강화읍 용정리 7-2,101호,도로
6261313,재성종합건설(주),경기 성남시 분당구 구미동,경기도 성남시 분당구  탄천상로 164 D동321호,기타
6261315,(주)성일전력,부산광역시 사하구 하단동 611-51,,기타
6261354,미림종합건설주식회사,대구광역시 달성군 화원읍 비슬로 491길 13,105동 201호,기타
6261357,건축사사무소 지심,부산광역시 강서구 대저로,2층,개인
6261365,국제인테리어,경남 양산시 물금읍 버들2길 15-1,1층,기타
6261370,(주)일동,부산광역시 해운대구 우동 1462 센텀그린타워,2005호,도로
6261378,성광종합건설(주),김해시 주촌면 천곡리 1461,경남 김해시 주촌면 이지산단로 115,기타
6261167,주식회사 제이에이치전력,경상남도 진주시 진성면 상촌리 225,,도로
6261168,원공엔지니어링(주),부산광역시 연제구 교대로 22번길 16-6,,도로
6261170,(주)리치건설,부산광역시 기장군 장안읍 좌천리 202-6,"좌천로45, 2층",기타
6261173,대원이엔지,부산광역시 강서구 대저2동 3154-2,103동 101호,도로
6261188,티엘엔지니어링(주),부산광역시 수영구 민락동 15-1,29-1,기타
6261215,태림중기,부산광역시 동래구 안락동 962 동래화목타운,상가동 305호,개인
6261218,경원종합건설,경상남도 김해시 삼정동 447-1,401호,기타
6261219,주식회사 오감,경상남도 김해시 명법동 228,주식회사 오감,기타
6261243,부산광역시 보행도시정책과,"부산광역시 연제구 연산동 1000 부산광역시청, 부산광역시의회",중앙대로 1001,기타
6261246,부일설비,해운대구 재송동,재송1로45번길 10,기타
6261253,주식회사 예강종합건설,부산광역시 해운대구 해운대해변로,,기타
6261254,삼중테크주식회사,서울특별시 송파구 문정동 642-3 문정역SKV1,A동 15층,기타
6261257,녹수건설,부산시 영도구 상리로,상가동 203호,하수
6261268,㈜미르알엔티,부산광역시 동래구 명륜동 669-5 그린빌딩,401호,전기
6261283,(주)서원아이앤디,부산시 동구 범일동,830-276번지 203호,하수
6261286,주식회사 경진이앤지,부산광역시 사하구 하단동 614-36,,전기
6261289,㈜대우건설,부산광역시 부산진구 부전동,,하수
6261290,(주)에스지종합건설,"부산 수영구 남천바다로21번길 70, 201호",,기타
6261294,소리지반기술,부산광역시 해운대구 재송동 1129-12 미주빌라,102호,기타
6261297,(주)우송건설,부산광역시 동래구 안락동 792-7,충렬대로 336번길 1-3,기타
6261299,라진건설 주식회사,부산광역시 서구 보수대로 105-1,한웅레포츠 703호,기타
6261301,성전사,부산광역시 영도구 봉래동5가 94-6,,전기
6261305,(주)삼흥티에스건설,부산광역시 금정구 부곡동 270-5,,기타
6261306,지에스건설,서울특별시 종로구 청진동 70 그랑서울,,도로
6261308,현대인테리어,부산광역시 남구 문현동 41 한양아파트,,개인
6261310,두산건설 주식회사,서울특별시 강남구 언주로,(논현동),기타
6261312,건담종합건설(주),서울특별시 송파구 문정동 642-3 문정역SKV1,A동 1411호,기타
6261314,능전종합건설(주),부산광역시 사상구 주례동 166-17 능전조경,1층,기타
6261326,가온미디어,울산광역시 중구 성안동 788-7,2층,통신
6261335,대흥건설(주),충청북도 충주시 중앙탑면 용전리 340 (주)대흥레미콘,,기타
6261340,(주)에이앤피건설,대변리,2층,기타
6261343,미래건설주식회사,창원시 의창구 팔용동,창원시 의창구 팔용동 22-57,기타
6261345,미래건설(주),"경남 의창구 창원대로363번길 22-57,6층(팔용동,미래웨딩캐슬)",,하수
6261176,(주)강원스틸,부산광역시 강서구 명지동 214-4,,도로
6261178,금강공업(주),다대동,다산로 110,기타
6261180,(주)호반건설,서울특별시 서초구 우면동 786 호반 파크 2관,,도로
6261187,성무건설주식회사,부산광역시 연제구 법원남로 12(거제동),10층,기타
6261200,대동종합건축,부산광역시 기장군 기장읍 대라리 1007-2 서인골든빌라2차,A동 402호,개인
6261202,금상건설 주식회사,부산광역시 부산진구 양정동 96-23,4층,기타
6261206,오케이데코(주),"부산광역시 금정구 체육공원로 687-1, 2층",2층 1호,상수
6261211,대하씨엔디(주),부산광역시 수영구 민락동 110-54,501호,기타
6261223,부산진소방서,부산광역시 부산진구 전포동 666-1,,기타
6261225,주식회사 넥스트이앤엠,인천광역시 서구 오류동 1708 창업·벤처 녹색융합클러스터,파일럿테스트E동 05호,기타
6261230,(주)대상이엔지건설,부산광역시 부산진구 초읍동 178-17,4층,도로
6261233,(주)예원이엔지,경상남도 통영시 도남동,2층,기타
6261259,(주)부창전기,부산광역시 서구 부민동3가 1-3,,전기
6261263,㈜광흥건설,부산 금정구 남산동,,기타
6261264,(주)포스코이앤씨,경상북도 포항시 북구 중흥로 307,부산시 기장군 장안읍 에코산단로 9,기타
6261282,(주)도영종합건설,부산광역시 해운대구 우동 1470 에이스하이테크21,,기타
6261288,원동종합설비,부산시 사상구 사상로 269번길 23,,개인
6261293,(주)우수건설,부산광역시 강서구 녹산산단17로78번길,,하수
6261295,우수건설,부산광역시 강서구 녹산산단17로78번길,,하수
6261300,(주)군장종합건설,전북특별자치도 군산시 경장동 512-9,.,기타
6261307,(주)수림건설,서울특별시 마포구 창천로35 5층,,상수
6261322,경민설비건설(주),부산광역시 강서구 대저1동 2320-9,,기타
6261323,(주)서은건설,부산광역시 남구 대연동 1061-7,"2층,서은건설",하수
6261325,도진이앤씨(주),부산광역시 강서구 강동동 1435-1,201호,기타
6261337,KT netcore,서울특별시 강남구 수서동 734 KT,"수서동, 케이티수서빌딩",통신
6261341,성정종합건설(주),부산광역시 기장군 기장읍 대라리 168-3 양정건설,3층,도로
6261348,삼진종합건설(주),경기도 수원시 장안구 조원동 753-14,,하수
6261352,으뜸애드,부산 수영구 과정로 19-2,으뜸애드,기타
6261358,우미건설,광주광역시 광산구 사암로 209 2층,,기타
6261360,부산시설공단 중부지하도상가사업소,부산광역시 부산진구 중앙대로 지하737,,기타
6261363,주식회사 아트,"부산광역시 동래구 충렬대로 182번길11,",2층 202호(명륜동),기타
6261364,주식회사 서명이앤씨,온천동,,기타
6261177,주식회사 로탈,경상남도 양산시 소주동 291 ROTAL,,도로
6261181,주식회사 성안디엠피,부산광역시 해운대구 재송동 1208-2 센텀스카이비즈,"재송동 1208-2, 에이동 3704호",도로
6261190,에스앤씨컴퍼니,부산광역시 기장군 장안읍 좌천리 329-1,103호,기타
6261198,에스지신성건설(주),서울특별시 금천구 가산동 685 디지털엠파이어빌딩,"현장사무실: 거제동 1489-1, 나래빌딩 702호",기타
6261204,(주)해인산업개발,부산광역시 금정구 부곡동 65-108 천호빌딩,5층(부곡동),기타
6261207,타키온 네트워크,창원시 의창구 창원대로 18번길 46,경남창원과학기술진흥원,통신
6261210,(주)미송티엔씨,부산광역시 부산진구 부전동 450 네오스포,지하1층 288호,하수
6261212,(주)피에이,부산광역시 금정구 회동동 207-17,금사로147,기타
6261220,대양전기,부산광역시 연제구 연산동 413-45,,도로
6261222,주식회사 재영,경상남도 김해시 부곡동 804-4 신화프라자,신화프라자 202호,기타
6261228,주식회사 부경네트워크,부산광역시 사상구 덕포동 762 부원파크타운,상가동 111동,통신
6261234,동성산업(주),부산광역시 동구 범일도,,개인
6261238,주식회사 에스디피,부산광역시 사상구 덕포동 370-1 (주)SDP,사상로385번길37,기타
6261258,다솔건설(주),부산광역시 연제구 거제동 1490-1 부산법조타운빌딩,9층,상수
6261271,부산지체장애인단체협의회사업단,부산광역시 강서구 입소정관길,대저2동,전기
6261275,(주)방주전기,부산광역시 수영구 수영동 458-4,458-4,기타
6261277,한국수자원공사 낙동강유역본부,칠성동2가,,기타
6261278,(주)온누리텔레콤,부산광역시 금정구 두구로,,통신
6261280,금탑종합건설(주),부산광역시 금정구 장전동 596-12 재우카라디움,596-12,기타
6261284,부산시설공단 교량전기팀,부산광역시 해운대구 수영강변대로 203 부산시설공단 전기팀,,전기
6261298,(주)해남건설,부산광역시 남구 대연동 55-1 21 센츄리시티 오피스텔,2021호,기타
6261320,(주)비에스씨,부산광역시 남구 대연동,,기타
6261324,우호건설 주식회사,부산광역시 해운대구 수영강변대로 93,,기타
6261328,삼익전자공업,서울특별시 강남구 강남대로 560,,기타
6261329,양지종합건설주식회사,부산광역시 수영구 광안동 89-13 화목오피스텔,화목오피스텔 1106호,기타
6261334,예담건축,부산광역시 연제구 연수로 113-1,"부산광역시 연제구 연수로 113-1, 비쥬오션타워 803호",기타
6261368,(주)다인이앤디,경기도 의왕시 경수대로 257,"804호(고천동, 대영골든밸리)",기타
6261369,㈜일동,부산광역시 해운대구 우동 1462 센텀그린타워,2005호,도로
6261371,비에스엔지니어링,"부산광역시 기장군 기장읍 차성동로 116번길 10, 3층",,기타
6261372,디아스건설(주),부산광역시 연제구 연산동 2138-1,2층,기타
6261373,고강종합건설(주),"수영구 무학로48, 3층",,전기
6261165,서진건설(김해),상동면 동북로 821,상동면 동북로 821,기타
6261171,(주)광희종합건설,부산광역시 연제구 연산동 654-2,3층,기타
6261175,동해목재(주),부산광역시 강서구 송정동 1678,,도로
6261186,휘람건설(주),부산광역시 금정구 남산동 959-2 아신빌라,남산동 아신빌라,기타
6261197,신태양NS엔지니어링,경기도 여주시 가남읍 건장리 65-15,26-16번지,기타
6261208,(주)대아건설,창원시 마산회원구 315대로 711,,기타
6261226,탑 솔루션,부산광역시 연제구 안연로,,통신
6261236,삼부로얄재건축정비사업조합,부산광역시 부산진구 시민공원로 19번길 65,타워베르빌 311호,도로
6261242,SMENC,부산광역시 사하구 괴정동 1273 보해이브빌,101동 B101호,전기
6261249,보람종건(주),경상남도 창원시 성산구 중앙동 95-2 올림피아상가,204호,기타
6261250,세종네트웍스 주식회사,부산광역시 해운대구 센텀7로,세종네트웍스 부산지사,기타
6261252,(주)일화통신,경상남도 김해시 주촌면 주선로,3층,통신
6261267,관광문화도시,부산광역시 연제구 연산동 1811-302,102호,개인
6261270,㈜다채움엔지니어링,부산광역시 해운대구 반여동,,도로
6261292,반도산전㈜,부산광역시 해운대구 우동 1462 센텀그린타워,센텀그린타워,전기
6261302,경승건설주식회사,부산광역시 기장군 장안읍 좌천리 82-1,.,기타
6261309,가원 설비,"부산광역시 사상수 엄궁로 202, 7동 508호(엄궁동, 엄궁아파트)",,기타
6261317,한남토건(주),부산광역시 부산진구 백양산로 54번길 9,9층 1호,기타
6261321,대경건설(주),부산광역시 강서구 대저1동 2377-15,1층,도로
6261327,성무건설(주),부산광역시 연제구 거제동 1489-3,10층,하수
6261330,재경건설(주),"부산 사하구 다송로72번길 39,301호",,기타
6261331,종합건설오드 주식회사,부산광역시 기장군 일광읍 이천6길 7 2층,,기타
6261332,(주)국제플랜트,부산광역시 금정구 장전동 595-1,금강로 173,기타
6261338,주식회사 아키우노종합건설,"창원시 성산구 마디미서로 54, 4층 401호",,기타
6261339,오케이데코,"부산광역시 금정구 체육공원로 687-1, 2층",,상수
6261342,주식회사 승지토건,인천광역시 연수구 송도미래로 11번길 에이동 801호,,기타
6261346,㈜원창건설,경기도 군포시 금정동 847-2 동영센트럴타워,"210호(금정동,동영센트럴타워)",도로
6261347,가나건설 주식회사,부산광역시 금정구 남산동 263-14,2층,하수
6261349,우일누수탐지,부산광역시 동래구 안락동 258-8,,상수
6261355,현진기업,부산진구 양지로 17번길 71,,기타
6261359,(주)인포텔,대구광역시 북구 호국로57길 38,대구광역시 북구 서변동 860-8,전기
6261166,(주)리안엔지니어링,경상남도 창원시 진해구 장천동 408-2,MS빌딩 705호,기타
6261169,사단법인 부산산학융합원,부산광역시 강서구 미음동 1522-4,,도로
6261182,(주)비온시 이노베이터,전라남도 나주시 빛가람동 806-2,5층,기타
6261191,주식회사 세훈건설,부산광역시 사상구 감전동,B178호,기타
6261199,한국씨앤씨디자인,부산광역시 동구 초량동 35-9,1층,기타
6261205,(주)영림조경종합건설,냉정로 180번길 12,삼영빌라 102호,기타
6261224,(주)일신기전,부산광역시 동래구 명륜동 251-5,,전기
6261229,서진산업건설,온천동,동래구 금강로 69,하수
6261231,케이티건설 주식회사,부산광역시 남구 대연동 1756-9 동성하이타운,대연동 동성상가 1층,기타
6261241,금영산업개발(주),부산광역시 금정구 금강로 700,남산시장빌딩,하수
6261256,진우에이티에스(주),서울시 금천구 가산디지털2로30 RSM타워 6층,,기타
6261265,일제강제동원 피해자유족회,부산광역시 남구 우암동 181-3,,개인
6261276,(주)오승,경남 창원시 진해구 웅천동로49번길,,기타
6261279,한국건설산업(주),경상남도 김해시 외동 672-2,,기타
6261281,주식회사 214디자인,부산광역시 부산진구 양정동 511-3 양정현대프라자,양정현대프라자 405호,기타
6261287,주식회사 엘지헬로비전,서울특별시 마포구 상암동 1595-1 드림타워,6층,통신
6261296,태경건설 주식회사,경상남도 김해시 대동면 초정리 27-19,101호,하수
6261303,(주)디자인하다,부산 서구 구덕로 208(부민동1가),,기타
6261318,(주)진흥,울산광역시 남구 삼산로 143번길 25,,하수
6261319,(주)세움텍,부산광역시 북구 효열로 111,부산지식산업센터 507호,도로
6261350,도향토목설계,부산광역시 기장군 일광읍 청원길 303-9,,기타
6261351,에코그린랜드(주),부산광역시 남구 문현동,4층,도로
6261353,GD이엔지,부산광역시 강서구 대저로 277번길,,기타
6261356,네바다정보통신,경상북도 구미시 구미중앙로,,통신
6261366,양진건설(주),"부산광역시 기장군 기장읍 기장대로 82-6, 301호",,하수
6261367,본청종합건설(주),"부산광역시 강서구 명지국제11로 43, 3층(명지동)",부산광역시 사상구 모라동 756번지 및 1142번지,도로
6261374,(주)에스에이치종합건설,부산광역시 기장군 정관읍 구연1로 11-4,1층,기타
6261375,(주)삼강 티앤에스,남부민동,,기타
6261379,주식회사 윤성건설,낙동대로,,하수
